Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;;;;;;;;
32;Escribe la oración dictada.;;;;¡Silencio! Agrega Javier; parece que ahí viene alguien.;¡Silencio! Agrega Javier;;¡Silencio! Agrega Javier; parece que ahí viene alguien.;;;;;
33;Mi abuelito dice que gusta viajar &ligero& de equipaje.;bastante;pesado;liviano;liviano;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;El &contorno& de mi dibujo es un poco irregular.;silueta;centro;color;silueta;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;A causa del terremoto; la pared de mi pieza quedó con &fisuras&.;desnivel;grietas;despintada;grietas;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;El sinónimo de fisuras es grietas;;;;;;;
33;Los perros callejeros están muy necesitados de alimento y &cobijo&.;techo;protección;agua;protección;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Los medicamentos muchas veces son &cruciales& para salvar la vida de una persona.;trascendentales;secundarios;costosos;trascendentales;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Son muchos los bosques &talados& en distintos lugares del mundo.;verdes;cortados;frondosos;cortados;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Muchas familias de nuestro país viven &hacinadas& en pequeñas habitaciones.;felices;amontonadas;acomodadas;amontonadas;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Debemos tratar de darle tiempo y &afecto& a los ancianos.;regalos;paciencia;cariño;cariño;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;En nuestra sala; el recipiente azul es para reciclar y el blanco; para otros &desechos&.;cáscaras;residuos;líquidos;residuos;;El sinónimo de desechos es residuos ;;;;;;
33;Hoy nuestra profesora &detectó& que muy pocos de nosotros estudiamos en casa.;miró;descubrió;evaluó;descubrió;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Nuestra amistad ha durado tantos años porque ambos somos &leales&.;buenos;esforzados;fieles;fieles;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Mi papá vuelve cansado a casa después de un &arduo& día de trabajo.;dolor;caluroso;difícil;difícil;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;La mala noticia &aterró& a Viviana.;ensució;espantó ;cansó;espantó;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;En Chile; todos los años se hace un &catastro& de las personas que viven en situación de calle.;censo;ayuda;albergue;censo;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;El sinónimo de catastro es censo ;;;;;;;
33;Tú me &complaces& con tu amistad;ayudas;complicas;satisfaces;satisfaces;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;No es bueno &vulnerar& las normas de convivencia.;transgredir;seguir;respetar;transgredir;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Mis lápices tienen colores &llamativos&.;ardientes;variados;vostosos;vistosos;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;La silla que mi papá usa es muy &cómoda&.;grande;confortable;complicada;confortable;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Las iglesias impulsan programas para apoyar a las personas más &vulnerables&.;religiosas;desvalidas;creyentes;desvalidas;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Carla caminó &ávidamente& hacia su amiga y le dijo lo que estaba sintiendo.;ansiosamente;lentamente;ilusionada;ansiosamente;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Todos los años viajo junto a mi familia a &venerar& a la Virgen del Carmen.;ver;honrar;rezar;honrar;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Hoy se &conmemoran& cinco años de la muerte de mi abuelita.;lloran;festejan;recuerdan;recuerdan;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Mi mamá dice que mi hermano menor está &exento& de responsabilidad.;lleno;libre;culpado;libre;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Me dejaron ir a la fiesta; pero debo &procurar& llegar temprano.;intentar;pensar;avisar;intentar;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;El sinónimo de procurar es intentar;;;;;;;
33;Me gusta ver los astros en el &firmamento&.;dibujo;cielo;planeta;cielo;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Hoy me enseñaron a encontrar el número &incógnito& de una suma.;resultado;desconocido;menor;desconocido;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Cuando llegué del colegio me sentía muy &fatigado&.;debilitado;hambriento;confundido;debilitado;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Traté mal a mi amigo y ahora siento mucho &pudor&.;dolor;rabia;vergüenza;vergüenza ;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Mi secreto se &divulgó& por todo el curso.;guardó;difundió;susurró;difundió;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Nuestra profesora dice que debemos &adaptar& el final de ese cuento.;alargar;adecuar;acortar;adecuar;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Mi padre se &desconcertó& cuando me vio llegar con mis amigos.;enojó;asustó;confundió;confundió;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Hay &consenso& en que el trabajo infantil no es bueno.;opiniones;acuerdo;disconformidad;acuerdo;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;Siempre me han gustado mucho las &tradiciones& chilenas.;fiestas;costumbres;comidas;costumbres;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;No es bueno &emitir& un mal comentario de alguien sin conocerlo bien.;recibir;manifestar;murmurar;manifestar;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
33;El suelo de la parcela de mi abuelita es muy &fértil&.;verde;productivo;seco;productivo;Lee la oración y selecciona la alternativa que corresponda al sinónimo de la palabra destacada.;;;;;;;;;
34;Mi abuelito dice que &gusta& viajar ligero de equipaje.;detesta;aburre;maldice;detesta;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;El &contorno& de mi dibujo es un poco irregular.;centro;interior;núcleo;interior;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;A &causa& del terremoto; la pared de mi pieza quedó con fisuras.;efecto;acción;consecuencia;efecto;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;El antónimo de causa es efecto;;;;;;;
34;Los perros &callejeros& están muy necesitados de alimento y cobijo.;domésticos;adaptados;mansos;domésticos;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Los medicamentos &muchas& veces son cruciales para salvar la vida de una persona.;varias;algunas;pocas;pocas;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Son muchos los bosques &talados& en distintos lugares del mundo.;surgidos;plantados;germinados;plantados;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Muchas familias de nuestro país viven &hacinadas& en pequeñas habitaciones.;separadas;holgadas;espaciadas;holgadas;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Debemos &dejar& de darle tiempo y afecto a los ancianos.;intentar;acordar;disponer;intentar;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;En nuestra &moderna& sala; el recipiente azul es para reciclar y el blanco; para otros desechos.;antigua;obsoleta ;preeliminar;antigua;;El antónimo de moderna es antigua;;;;;;
34;Hoy nuestra profesora &felicitó& a los que estudiamos en casa.;rebrobó;criticó;censuró;rebrobó;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Nuestra &fuerte& amistad ha durado tantos años porque omos leales.;superficial;frágil;aparente;frágil;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Mi papá vuelve &optimista& a casa después de un arduo día de trabajo.;triste;pesimista;melancólico;pesimista;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;La mala noticia &aterró& a Viviana.;abatió;calmó;animó;calmó;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;En Chile; todos los años se hace un &resumido&  catastro de las personas que viven en situación de calle.;prolijo;detallado;minucioso;detallado;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;El antónimo de resumido es detallado ;;;;;;;
34;Tú me &complaces& con tu amistad.;molestas;perturbas;desagradas;desagradas;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;No es &fácil& vulnerar las normas de convivencia.;difícil;complicado ;extraño;difícil;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Mis lápices tienen colores &llamativos.&;discretos;sugerentes;distintos;discretos;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;La silla que mi papá usa es muy &cómoda.&;incómoda;desagradable;molesta;incómoda;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Las iglesias impulsan programas para apoyar a las personas más &vulnerables.&;vigorosas;fuertes;beneficiadas;fuertes;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Carla caminó &ávidamente& hacia su amiga y le dijo lo que estaba sintiendo.;facinadamente;mecánicamente;moderadamente;moderadamente;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Todos los años viajo &junto& a mi familia a venerar a la Virgen del Carmen.;alejado;separado;disperso;separado;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Hoy se conmemoran cinco &lamentables& años de la muerte de mi abuelita.;tenues;dignos;alegres;alegres;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Mi mamá dice que mi hermano menor está &exento& de responsabilidad.;liberado;obligado;exonerado;obligado;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Me dejaron ir a la fiesta; pero debo &procurar& llegar temprano.;renunciar;intentar;tratar;renunciar;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;El antónimo de procurar es renunciar;;;;;;;
34;Me&gusta& ver los astros en el firmamento.;desagrada;incomoda;molesta;desagrada;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Hoy me& incitaron& a encontrar el número incógnito de una suma.;disuadieron;obligaron;convencieron;disuadieron;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Cuando llegué del colegio me sentía muy &fatigado.&;enérgico;estimulado;agitado;enérgico;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Traté mal a mi amigo y ahora siento mucho &pudor.&;honestidad;culpa;desvergüenza;desvergüenza;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Mi secreto se &divulgó& por todo el curso.;murmuró;ocultó;silenció;ocultó;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Nuestra &humilde& profesora dice que debemos adaptar el final de ese cuento.;rebelde;soberbia;sumisa;soberbia;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Mi padre se &descocertó& cuando me vio llegar con mis amigos.;tranquilizó;sorprendió;preparó;tranquilizó;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Hay &consenso& en que el trabajo infantil no es bueno.;unanimidad;acuerdo;discrepancia;discrepancia;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;Siempre me han gustado mucho las &representativas& tradiciones chilenas.;diferentes;atípicas;extrañas;atípicas;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;No es bueno &criticar& a alguien sin conocerlo bien.;aplaudir;alabar;felicitar;alabar;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
34;El suelo de la parcela de mi abuelita es muy &fértil.&;frágil;estéril;inútil;estéril;Lee la oración y selecciona la alternativa que corresponda al antónimo de la palabra destacada.;;;;;;;;;
35;Un día de primavera Joaquín salió a condu_ir su bicicleta.;c;z;s;c;¿Qué letra falta a la palabra incompleta?;;;;;;;;;
35;Mientras paseaba; se dedicaba a apre_iar el paisaje.;c;z;s;c;¿Qué letra falta a la palabra incompleta?;La palabra incompleta es apreciar;;;;;;;
35;A Joaquín le gustaba anali_ar las casas; la gente y los autos.;c;z;s;z;¿Qué letra falta a la palabra incompleta?;La palabra incompleta es analizar;;;;;;;
35;Le gustaban especialmente las casas de ladrillo color cobri_o.;c;z;s;z;¿Qué letra falta a la palabra incompleta?;;;;;;;;;
