Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen
30;camión;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;museo;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;público;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;panadería;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;volantín;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;maravilloso;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;jardinero;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;cuéntale;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;estacionar;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;helicóptero;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;arroz;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;hormiga;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;helado;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;teléfono;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;buscador;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;príncipe;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;doméstico;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;antena;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;conejo;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;yegua;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;león;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;tiburón;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;escribir;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;papel;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;naturaleza;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;almendra;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;metros;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;ábreme;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;agítalo;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;flores;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;cortar;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;regalar;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;ojalá;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;brócoli;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;huérfano;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;mamá;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;mano;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;fenómeno;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;relámpago;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;verano;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;Perú;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;México;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;brazo;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;blusa;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;bálsamo;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
31;El ______ que tienes en tu mano era de nuestra abuela.;anillo;aníllo;;anillo;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Lucas, tu perro ha destrozado el ______ blanco.;cojín;cójin;;cojín;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;El pintor traslada la ______ de un lugar a otro.;escalera;escaléra;;escalera;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Mi ______ favorita es la roja que me regalaste.;pelota;pelóta;;pelota;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Nos encanta comer ______ los días de lluvia.;sopaipilla;sopáipilla;;sopaipilla;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Ese ______ enjaulado se ve algo furioso.;tucán;túcan;;tucán;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Cuando Eliana toca el ______ me siento en las nubes.;violín;víolin;;violín;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;El mar está cristalino como el ______.;cielo;ciélo;;cielo;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Durante la excursión vimos a un ______ caminando cerca de nosotros.;león;léon;;león;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;El ______ día de clases siempre es en el mes de Diciembre.;último;ultimo;;último;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Quisiera comprar un ramo de rosas para regalr a mi ______.;mamá;mama;;mamá;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Este es el ______ que bota frutos deliciosos.;árbol;arból;;árbol;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;A través del telescopio vimos ______ y estrellas maravillosas.;planetas;planétas;;planetas;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Los ciervos huyen rápido cuando se acercan los ______.;tigres;tígres;;tigres;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Sobre la ______ quedó la panera y la mermelada. ;mesa;mésa;;mesa;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Siempre es ______ tener lápiz y papel cerca.;útil;utíl;;útil;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Este fin de semana visitamos el ______ donde nació mi abuelo.;pueblo;puéblo;;pueblo;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Debemos preparar los panqueques en el ______ de mango rojo.;sartén;sárten;;sartén;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Me gusta cuando revisamos los ejecicios en el ______.;pizarrón;pizarron;;pizarrón;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Cuando escucho a los elefantes, imagino una orquesta de ______.;trompetas;trompétas;;trompetas;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Las uvas de tu ______ son las más deliciosas que he probado.;parrón;párron;;parrón;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;El ______ celebraremos el cumpleaños de Tita.;sábado;sabádo;;sábado;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;______, Jacinta y Raúl son mis mejores amigos.;Tomás;Tomas;;Tomás;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;En la playa corrió tanto ______ que mi sombrero se voló.;viento;viénto;;viento;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;El prinicpal ______ de la Región Metropolitana es el Mapocho.;río;rio;;río;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Tu ______ es tan regalón como tu gato. ;perro;pérro;;perro;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;El pan con ______ no lo cambio por nada del mundo.;mantequilla;mantequílla;;mantequilla;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;En el establo hay una ______ quebrada, es necesario repararla.;tabla;tábla;;tabla;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;En el campo desayuné tomando leche de ______.;vaca;váca;;vaca;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Durante las ______ extrañé bastante a mis compañeros.;vacaciones;vacaciónes;;vacaciones;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Los árboles más lindos son los que tienen tronco ______.;viejo;viéjo;;viejo;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Tomemos ______ con la torta que trajiste de Curicó.;once;ónce;;once;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;Para la obra de teatro del próximo mes, tu cumplirás el rol ______. ;protogonista;protagonísta;;protogonista;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;El ______ es un aminal que puede caminar hasta 14 km. sin parar.;jabalí;jábali;;jabalí;¿Cómo se escribe correctamente la palabra que falta en la oración?;
31;El color azul y el color ______ son mis favoritos.;amarillo;amaríllo;;amarillo;¿Cómo se escribe correctamente la palabra que falta en la oración?;
32;Escribe la oración dictada.;;;;José se abriga con la bufanda.;José se abriga con la bufanda.;
32;Escribe la oración dictada.;;;;Él se dirige a la biblioteca. ;Él se dirige a la biblioteca. ;
32;Escribe la oración dictada.;;;;José se encuentra con su abuela. ;José se encuentra con su abuela. ;
32;Escribe la oración dictada.;;;;Le da un beso en la mejilla.;Le da un beso en la mejilla.;
32;Escribe la oración dictada.;;;;El bombero toca la bocina.;El bombero toca la bocina.;
32;Escribe la oración dictada.;;;;La bandera se mueve con el viento.;La bandera se mueve con el viento.;
32;Escribe la oración dictada.;;;;El papá de José le compra un globo. ;El papá de José le compra un globo. ;
32;Escribe la oración dictada.;;;;Al mirar al cielo las nubes se ven grises. ;Al mirar al cielo las nubes se ven grises. ;
32;Escribe la oración dictada.;;;;El paraguas me protege de la lluvia.;El paraguas me protege de la lluvia.;
32;Escribe la oración dictada.;;;;José camina por la vereda.;José camina por la vereda.;
32;Escribe la oración dictada.;;;;Pronto llegará la primavera. ;Pronto llegará la primavera. ;
32;Escribe la oración dictada.;;;;El vecino de José saluda muy cordial. ;El vecino de José saluda muy cordial. ;
32;Escribe la oración dictada.;;;;MI abuela me ve por la ventana. ;MI abuela me ve por la ventana. ;
32;Escribe la oración dictada.;;;;El viernes iré a la biblioteca. ;El viernes iré a la biblioteca. ;
32;Escribe la oración dictada.;;;;En las vacaciones de invierno siempre llueve. ;En las vacaciones de invierno siempre llueve. ;
32;Escribe la oración dictada.;;;;José soñaba con visitar Buenos Aires.;José soñaba con visitar Buenos Aires.;
32;Escribe la oración dictada.;;;;La mamá de José cantaba en las mañanas.;La mamá de José cantaba en las mañanas.;
32;Escribe la oración dictada.;;;;La paloma volaba cerca de la casa. ;La paloma volaba cerca de la casa. ;
32;Escribe la oración dictada.;;;;Cuando José corría, su perrito saltaba. ;Cuando José corría, su perrito saltaba. ;
32;Escribe la oración dictada.;;;;A ella le gustaba cuando caminaban por la playa. ;A ella le gustaba cuando caminaban por la playa. ;
32;Escribe la oración dictada.;;;;Después de almorzar me gustaba dormir. ;Después de almorzar me gustaba dormir. ;
32;Escribe la oración dictada.;;;;Ella señalaba el libro que quiso comprar. ;Ella señalaba el libro que quiso comprar. ;
32;Escribe la oración dictada.;;;;Cuando miraba las estrellas formaba figuras. ;Cuando miraba las estrellas formaba figuras. ;
32;Escribe la oración dictada.;;;;La profesora pensaba mientras tomaba desayuno.;La profesora pensaba mientras tomaba desayuno.;
32;Escribe la oración dictada.;;;;Martín tocaba la guitarra en la plaza.;Martín tocaba la guitarra en la plaza.;
32;Escribe la oración dictada.;;;;La mamá de José plantaba girasoles en el jardín. ;La mamá de José plantaba girasoles en el jardín. ;
32;Escribe la oración dictada.;;;;Su papá diseñaba maquetas para su trabajo. ;Su papá diseñaba maquetas para su trabajo. ;
32;Escribe la oración dictada.;;;;José estudiaba por las tardes. ;José estudiaba por las tardes. ;
32;Escribe la oración dictada.;;;;La mamá de Josefa compraba frutas en el supermercado. ;La mamá de Josefa compraba frutas en el supermercado. ;
