Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;feedback
25;Quinto día de la semana.;;;;viernes;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Objeto que lanza aire para refrescar un ambiente.;;;;ventilador;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Cinco letras del abecedario que no corresponden a consonantes.;;;;vocales;Lee la descripción y escribe la palabra a la cual corresponde.;;
26;La parcela de mi abuela está cercada con ala __ re.;mb;nv;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;Camila compró una alfo__ra  muy linda para su pieza.;mb;nv;nb;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;Llevemos la linterna para alu__rarnos en la oscuridad.;nv;mb;nb;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;En el hospital hay muchas a__ulancias.;nb;nv;mb;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;A Joaquín le causa mucho aso__ro ir al zoológico.;nv;mb;nb;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;Ví una casa construida con ba __ ú.;mp;mb;nv;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;Las bo__as son explosivos muy peligrosos.;mb;mp;nv;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;Arturo ayudó en la colecta de los bo__eros.;nb;nv;mb;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;Daniela le regaló a su profesora una caja de bo__ones.;nv;mb;nb;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;La altura de mi hermano es hasta mi ho__ro.;mb;nv;nb;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;La fruta preferida de Alonso es el me__rillo.;np;nv;mb;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;Es necesario comer legu__res una vez a la semana.;nb;nv;mb;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;El ti__re de la casa de Gustavo tiene un sonido muy agradable.;nv;mb;nb;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;Mariela sie__ra papas en su huerto.;mb;nv;nb;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;Mi tio tiene un so__rero de mariachi.;nv;mb;nb;mb;Selecciona la combinación de letras que falta en la palabra.;;
26;Diego está i__estigando  en internet cómo se recicla el papel.;mb;nv;np;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;El caracol es un animal i__ertebrado;nv;mb;nb;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;En mi escuela hicimos una co__ivencia  para celebrar las fiestas patrias.;nb;nv;mp;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;Claudia e__olvió los regalos de navidad para su familia.;nv;mb;nb;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;Alexis e__ió un correo electrónico a su Tía que vive en Temuco.;mp;mb;nv;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;En el co__ento viven las monjas.;mb;mp;nv;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;Fue muy interesante la co__ersación que tuve con mi papá.;nb;nv;mb;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;Los e__ases de plástico y vidrio se pueden reciclar.;nv;mb;nb;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;En i__ierno llueve mucho y hace frio.;mb;nb;nv;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;El tra__ía es un medio de transporte muy antiguo.;np;nv;mb;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;En el i__ernadero  se plantaron rosas y claveles.;nb;nv;mb;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;Martina co__idó galletas a sus compañeros.;nv;mb;np;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;María i__itó al cine a su mejor amiga Roberta.;mb;nv;nb;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;Los reponedores  hacen  i__entarios para contar los alimentos.;nv;mb;nb;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;La profesora co__ocó a una reunión de apoderados.;np;nv;mb;nv;Selecciona la combinación de letras que falta en la palabra.;;
26;Me gusta aca__ar con mi familia cerca de los ríos y lagos.;mp;nv;np;mp;Selecciona la combinación de letras que falta en la palabra.;;
26;Jugar con el tro__o en Septiembre, es muy divertido.;np;mp;nb;mp;Selecciona la combinación de letras que falta en la palabra.;;
26;Hay que utilizar a__olletas que ahorren energía.;mp;np;nv;mp;Selecciona la combinación de letras que falta en la palabra.;;
26;La iglesia tiene una inmensa ca__ana.;np;nv;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
26;Antonia fue de vacaciones al ca__o.;mp;np;nb;mp;Selecciona la combinación de letras que falta en la palabra.;;
26;La mamá de Cristobal cocinó tallarines con salsa de cha__iñones.;np;mp;mb;mp;Selecciona la combinación de letras que falta en la palabra.;;
26;Los chi__ancé son animales muy inteligentes.;mb;mp;np;mp;Selecciona la combinación de letras que falta en la palabra.;;
26;Me gusta mucho  lavar mi pelo con cha__ú de manzanilla y arándanos.;mv;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
26;Mi abuelito me construyó un colu__io en el patio.;mp;np;nv;mp;Selecciona la combinación de letras que falta en la palabra.;;
26;Mis co__añeros son muy solidarios cuando se realizan colectas.;mv;mp;np;mp;Selecciona la combinación de letras que falta en la palabra.;;
26;El co__ás es un instrumento que permite dibujar circunferencias.;nv;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
26;Alicia co__ró frutos secos en la feria.;mp;nv;np;mp;Selecciona la combinación de letras que falta en la palabra.;;
26;Enseñé a mi abuelito a ocupar el co__utador.;mv;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
26;Josefina celebrará el cu__leaños de su mejor amiga.;np;nv;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
26;El pasatiempo de Rodrigo es armar rompecabezas.;np;mp;nv;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;Laura  tiene un lindo pelo rizado de color á___ar.;nb;mb;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
27;Es muy importante cuidar el medio a___iente.;nb;mb;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
27;"En Escocia los ho___res usan un tipo de falda que se llama ""kilt"".";nb;mb;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
27;vaya donde vaya mi so___ra siempre está conmigo.;nb;mb;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
27;El o___ligo está a la mitad de nuestro cuerpo.;nb;mb;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
27;La tía de josé luce muy linda e___arazada.;nb;mb;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
27;El amor parece un e___rujo que nos hace sentir espaciales.;nb;mb;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
27;Franco aprendió a tocar muy bien su ta___or.;nb;mb;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
27;Paulina interca___io semillas con su amiga Romina.;nb;mb;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
27;Carolina usa un e___udo para echar parafina a la estufa.;nb;mb;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
27;Los calcetines de Cristobal tienen ro___os negros y blancos.;nb;mb;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
27;Mis tíos bailan muy bien sa___a.;nb;mb;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
27;El gato juega con el ovillo de esta___re.;nb;mb;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
27;Las jirafas del zoológicos son solo he___ras.;nb;mb;mv;mb;Selecciona la combinación de letras que falta en la palabra.;;
27;Esa cocina esta i___adida de hormigas.;nv;mb;mv;nv;Selecciona la combinación de letras que falta en la palabra.;;
27;La gente en condición de calle debe buscar un lugar donde i___ernar.;nv;mb;mv;nv;Selecciona la combinación de letras que falta en la palabra.;;
27;Ambos paises hicieron un co___enio por la paz;nv;mb;mv;nv;Selecciona la combinación de letras que falta en la palabra.;;
27;Ree___íe un email a mi prima de Australia.;nv;mb;mv;nv;Selecciona la combinación de letras que falta en la palabra.;;
27;Margarita diño una bie___enida a sus nuevos vecinos.;nv;mb;mv;nv;Selecciona la combinación de letras que falta en la palabra.;;
27;Carlos co___enció a su amigo de participar en la competencia de atletismo.;nv;mb;mv;nv;Selecciona la combinación de letras que falta en la palabra.;;
27;Quiero que llegue mi cumpleaños para dese___olver los regalos.;nv;mb;mv;nv;Selecciona la combinación de letras que falta en la palabra.;;
27;Marcos hizo la posición i___ertida en su clase de educación fisica.;nv;mb;mv;nv;Selecciona la combinación de letras que falta en la palabra.;;
27;La selección de fútbol va i___icta  en la competencia.;nv;mb;mv;nv;Selecciona la combinación de letras que falta en la palabra.;;
27;Sofía i___itó a sus amigos a ver una película.;nv;mb;mv;nv;Selecciona la combinación de letras que falta en la palabra.;;
27;Ricardo se i___olucró en un proyecto de reciclaje de su comuna.;nv;mb;mv;nv;Selecciona la combinación de letras que falta en la palabra.;;
27;Ahorrar dinero es co___eniente para el futuro.;nv;mb;mv;nv;Selecciona la combinación de letras que falta en la palabra.;;
27;Gonzalo dibujó una figura geométrica co___exa.;nv;mb;mv;nv;Selecciona la combinación de letras que falta en la palabra.;;
27;Es malo e___idiar a las personas.;nv;mb;mv;nv;Selecciona la combinación de letras que falta en la palabra.;;
27;Enrique acompaño a su abuelita a hacer unas co___ras.;nv;mb;mv;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;Se dice que los va___iros le temen a la luz.;mb;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;Luis aprendió a tocar za___oña a la perfección.;mb;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;El polo sur tiene muchos té___anos de hielo.;mb;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;Mañana estará muy agradable el tie___o en Osorno.;mb;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;El papá de Elizabeth se levantá todo los días muy te___rano.;mb;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;En Egipto hay muchos te___los sagrados.;mb;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;Ellos no necesitan comer comida chatarra y yo ta___oco.;mb;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;Sin querer Esteban ro___ió el jarrón de su tía.;mb;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;El próximo año participaré en las oli___iadas de matemáticas.;mb;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;Juan li___ió y ordenó su pieza;mb;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;Los dioses griegos vivían en el Oli___o.;mb;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;Alejandro debe i___rimir su informe y entregarlo a su profesor.;mb;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;Cuando envíes una carta debes ponerle una esta___illa.;mb;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
27;El tío de Nicolas tiene una microe___resa de artesanias.;mb;np;mp;mp;Selecciona la combinación de letras que falta en la palabra.;;
28;¿Cómo se escribe correctamente esta palabra?;huevo;uevo;uhevo;huevo;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;ahora;haora;ahora;ahora;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;zanahoria;zanaoria;zanaoriha;zanahoria;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;harto;arto;arhto;harto;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;hombro;ombro;omhbro;hombro;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;habla;abla;abhla;habla;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;hada;ada;adha;hada;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;halcón;alcón;alhcón;halcón;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;huérfano;uérfano;uhérfano;huérfano;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;huerta;uerta;uherta;huerta;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;helado;elado;elhado;helado;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;herbívoro;erbívoro;erhbívoro;herbívoro;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;ahijado;aijado;haihado;ahijado;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;bahía;baía;baíha;bahía;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;horno;orno;orhno;horno;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;hacha;acha;achah;hacha;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;hipopótamo;ipopótamo;ipohpótamo;hipopótamo;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;hielo;ielo;ihelo;hielo;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;hormiga;ormiga;orhmiga;hormiga;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;hojas;ojas;ohjas;hojas;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;hermano;ermano;erhmano;hermano;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;hierro;ierro;iherro;hierro;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;hambre;ambre;emhbre;hambre;¿Cómo se escribe correctamente esta palabra?;;
28;¿Cómo se escribe correctamente esta palabra?;humo;umo;uhmo;humo;¿Cómo se escribe correctamente esta palabra?;;
